2020/10/10 16:04:46 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:04:48 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:06:01 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:06:03 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:09:08 [error] 13012#4704: *12 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/forget.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /forget.html HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/12 13:34:57 [error] 9788#16212: *202 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:35:16 [error] 9788#16212: *200 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examwork/plan_schedule.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examwork/plan_schedule.html?v=1602480896922 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:37:14 [error] 9788#16212: *211 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:39:00 [error] 9788#16212: *223 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:40:12 [error] 9788#16212: *231 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:43:24 [error] 9788#16212: *236 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:46:00 [error] 9788#16212: *239 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:46:42 [error] 9788#16212: *242 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:49:43 [error] 9788#16212: *245 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:51:02 [error] 9788#16212: *257 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:53:35 [error] 9788#16212: *258 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:54:09 [error] 9788#16212: *261 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:54:42 [error] 9788#16212: *258 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 13:57:27 [error] 9788#16212: *264 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:04:53 [error] 9788#16212: *270 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:14:42 [error] 9788#16212: *275 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:16:34 [error] 9788#16212: *280 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:18:17 [error] 9788#16212: *283 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:19:14 [error] 9788#16212: *281 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:21:00 [error] 9788#16212: *289 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:48:37 [error] 9788#16212: *297 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:53:05 [error] 9788#16212: *307 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:53:24 [error] 9788#16212: *306 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:53:26 [error] 9788#16212: *306 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:55:06 [error] 9788#16212: *319 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:55:24 [error] 9788#16212: *319 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 14:55:58 [error] 9788#16212: *315 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:09:09 [error] 9788#16212: *324 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:09:11 [error] 9788#16212: *324 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examset/disease_keyword.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examset/disease_keyword.html?v=1602486545003 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:09:12 [error] 9788#16212: *324 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:14:02 [error] 9788#16212: *332 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:14:44 [error] 9788#16212: *333 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:16:29 [error] 9788#16212: *344 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:17:08 [error] 9788#16212: *344 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:18:22 [error] 9788#16212: *358 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:21:10 [error] 9788#16212: *362 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:22:34 [error] 9788#16212: *373 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:25:33 [error] 9788#16212: *380 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:25:47 [error] 9788#16212: *380 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:26:17 [error] 9788#16212: *380 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:28:03 [error] 9788#16212: *394 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:28:24 [error] 9788#16212: *392 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:29:17 [error] 9788#16212: *391 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:29:38 [error] 9788#16212: *395 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:31:23 [error] 9788#16212: *409 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:31:34 [error] 9788#16212: *408 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:32:08 [error] 9788#16212: *408 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:35:32 [error] 9788#16212: *415 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:36:24 [error] 9788#16212: *420 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:49:27 [error] 9788#16212: *430 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:50:37 [error] 9788#16212: *435 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:57:16 [error] 9788#16212: *446 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 15:59:23 [error] 9788#16212: *454 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:00:06 [error] 9788#16212: *451 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:01:08 [error] 9788#16212: *453 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:01:33 [error] 9788#16212: *450 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:05:57 [error] 9788#16212: *459 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:39:16 [error] 9788#16212: *834 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:39:28 [error] 9788#16212: *834 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examset/disease_keyword.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examset/disease_keyword.html?v=1602491928425 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:39:41 [error] 9788#16212: *834 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:51:01 [error] 9788#16212: *846 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 16:51:04 [error] 9788#16212: *846 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/12 17:16:47 [error] 9788#16212: *849 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/exam_project_test2.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /mockup/exam_project_test2.json?page=1&limit=10 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/13 08:54:08 [error] 3512#7348: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/13 08:54:10 [error] 3512#7348: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
